"patient_id","variance.CID3586","variance.CID3838","variance.CID3921","variance.CID3941","variance.CID3946","variance.CID3948","variance.CID3963","variance.CID4040","variance.CID4066","variance.CID4067","variance.CID4290A","variance.CID4398","variance.CID4461","variance.CID4463","variance.CID4465","variance.CID4471","variance.CID4495","variance.CID4513","variance.CID4515","variance.CID4523","variance.CID4530N","variance.CID4535","variance.CID44041","variance.CID44971","variance.CID44991","variance.CID45171"
"CID3586",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3838",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3921",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3941",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3946",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3948",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID3963",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID4040",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID4066",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID4067",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID4290A",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
"CID4398",1.39155478640155,NA,0.0181464176221744,NA,NA,NA,0.0225501547755219,0.072792024807186,0.035323428700855,0.135882274677701,0.0747840710631612,0.741190882528174,NA,NA,NA,1.32308800352344,2.5351527826247,0.0353003914010428,25.9416412287462,NA,3.39246379285651,4.93979415655323,NA,0.00325424928580552,0.00884319344233454,1.30223114505322
